id,lon,lat
137,139.6944876,35.66268449
138,139.6948902,35.66236134
139,139.6952421,35.66194288
140,139.6956998,35.66138027
141,139.6952145,35.66114082
142,139.6959436,35.66143374
143,139.6948212,35.6607642
144,139.6946118,35.66081999
145,139.6947775,35.66166855
146,139.6944048,35.66208701
147,139.6940805,35.66233344
148,139.6942346,35.66118034
149,139.6946809,35.66058751
150,139.6947131,35.66047592
151,139.6948879,35.66038525
152,139.6954192,35.66006908
153,139.6955434,35.66015742
154,139.6955687,35.65998539
155,139.6954445,35.65992262
156,139.6950305,35.65990402
157,139.6949017,35.65983892
158,139.6947844,35.66009233
159,139.6941426,35.65934839
160,139.6942185,35.65923447
161,139.6950305,35.65976221
162,139.6951363,35.66400498
163,139.6949316,35.66388642
164,139.6948442,35.66442577
165,139.6943795,35.66466058
166,139.699364,35.66480239
167,139.7008269,35.66469313
168,139.7012823,35.66464663
169,139.7002956,35.66388177
170,139.7009028,35.66050382
171,139.7008867,35.66032946
172,139.7010983,35.66040385
173,139.7010385,35.65943208
174,139.700682,35.65933909
175,139.7007717,35.65964829
176,139.7001254,35.65936466
177,139.6995227,35.65940651
178,139.6992398,35.65935071
179,139.6992237,35.65956692
180,139.6994468,35.65965061
181,139.6991225,35.65931584
182,139.6993548,35.65902292
183,139.699479,35.65887645
184,139.6998815,35.65895782
185,139.699709,35.6591717
186,139.6997849,35.65950648
187,139.7001645,35.65901129
188,139.7006866,35.65905081
189,139.7000794,35.65853471
190,139.6995066,35.65831152
191,139.6989592,35.65811159
192,139.6987016,35.65827665
193,139.6987982,35.65806742
194,139.698621,35.65849751
195,139.6984853,35.65868814
196,139.6982507,35.65907406
197,139.6980782,35.65922982
198,139.6977723,35.6589462
199,139.6976573,35.66018532
200,139.6977171,35.65912056
201,139.6988396,35.65878579
202,139.6989339,35.65863467
203,139.7004313,35.65888808
204,139.7005233,35.65862305
205,139.7003025,35.65857655
206,139.7002818,35.65874394
207,139.7001093,35.65872069
208,139.7010477,35.65806974
209,139.7006935,35.65803487
210,139.7003117,35.6580372
211,139.6977217,35.65933909
212,139.6975354,35.65960412
213,139.6969902,35.65909034
214,139.6972317,35.65880206
215,139.6971627,35.65925772
216,139.6970661,35.66058984
217,139.6968867,35.66071073
218,139.6966843,35.66056891
219,139.6967533,35.66042013
220,139.6969534,35.66041315
221,139.6977815,35.66029691
222,139.698184,35.65997376
223,139.6983634,35.65991564
224,139.6982576,35.66011558
225,139.7009028,35.66099203
226,139.7009074,35.66130123
227,139.7009005,35.66113152
228,139.6964106,35.66094321
229,139.6952237,35.66102458
230,139.6945635,35.6607735
231,139.6946371,35.66067353
232,139.6947269,35.66072235
233,139.6951087,35.65886483
234,139.6948672,35.65882996
235,139.6943174,35.65879276
236,139.6954353,35.6588904
237,139.6949316,35.65830687
238,139.6943864,35.65826968
239,139.6955296,35.6583464
240,139.6956377,35.65850681
241,139.6960978,35.65836035
242,139.6959827,35.65816739
243,139.696222,35.65855795
244,139.6964658,35.65849983
245,139.6964957,35.65861375
246,139.6956998,35.6588997
247,139.695847,35.65913218
248,139.6966245,35.6588904
249,139.6966406,35.65849286
250,139.6967556,35.65914148
251,139.6960311,35.6595367
252,139.6958516,35.65921355
253,139.6957182,35.65926935
254,139.695709,35.65944836
255,139.6954997,35.65945766
256,139.6955319,35.65982498
257,139.6957389,35.65984357
258,139.6961875,35.65989937
259,139.6964221,35.65994819
260,139.6968637,35.65976221
261,139.6974572,35.65957157
262,139.6971075,35.65980638
263,139.6969833,35.65959249
264,139.6973237,35.65864165
265,139.6965233,35.65807439
266,139.6967372,35.65805347
267,139.694069,35.66385154
268,139.694253,35.66395384
269,139.6940161,35.66434208
270,139.6946026,35.66423281
271,139.6945405,35.66486051
272,139.6942507,35.66498838
273,139.6957987,35.66252175
274,139.6959827,35.66266357
275,139.6952835,35.66333544
276,139.6964359,35.66030389
277,139.7015308,35.66211724
278,139.7015124,35.6619638
279,139.7012961,35.6635284
280,139.7019218,35.66364231
281,139.7019195,35.66344005
282,139.7014411,35.66464663
283,139.6977907,35.66236599
284,139.6991524,35.66395616
285,139.6990535,35.66433045
286,139.6992835,35.66465825
287,139.6998355,35.66462338
288,139.6999666,35.6647187
