301,175,186,4,"LINESTRING(139.7001254 35.65936466, 139.7001645 35.65901129)"
302,54,55,4,"LINESTRING(139.6962795 35.66126636, 139.6960886 35.66149884)"
303,64,85,4,"LINESTRING(139.6948511 35.66301926, 139.696222 35.66178479)"
304,68,125,4,"LINESTRING(139.6955756 35.66386084, 139.6967096 35.66447924)"
305,152,217,4,"LINESTRING(139.6955434 35.66015742, 139.6966843 35.66056891)"
306,217,218,4,"LINESTRING(139.6966843 35.66056891, 139.6967533 35.66042013)"
307,218,219,4,"LINESTRING(139.6967533 35.66042013, 139.6969534 35.66041315)"
308,215,219,4,"LINESTRING(139.6970661 35.66058984, 139.6969534 35.66041315)"
309,215,216,4,"LINESTRING(139.6970661 35.66058984, 139.6968867 35.66071073)"
310,216,217,4,"LINESTRING(139.6968867 35.66071073, 139.6966843 35.66056891)"
311,217,227,4,"LINESTRING(139.6966843 35.66056891, 139.6964106 35.66094321)"
312,15,227,4,"LINESTRING(139.6965555 35.66096181, 139.6964106 35.66094321)"
313,15,216,4,"LINESTRING(139.6965555 35.66096181, 139.6968867 35.66071073)"
314,14,215,4,"LINESTRING(139.6975239 35.66039688, 139.6970661 35.66058984)"
315,198,219,4,"LINESTRING(139.6976573 35.66018532, 139.6969534 35.66041315)"
316,141,227,4,"LINESTRING(139.6959436 35.66143374, 139.6964106 35.66094321)"
317,218,274,4,"LINESTRING(139.6967533 35.66042013, 139.6964359 35.66030389)"
318,258,274,4,"LINESTRING(139.6964221 35.65994819, 139.6964359 35.66030389)"
319,257,258,4,"LINESTRING(139.6961875 35.65989937, 139.6964221 35.65994819)"
320,256,257,4,"LINESTRING(139.6957389 35.65984357, 139.6961875 35.65989937)"
321,255,256,4,"LINESTRING(139.6955319 35.65982498, 139.6957389 35.65984357)"
322,214,257,4,"LINESTRING(139.6971627 35.65925772, 139.6961875 35.65989937)"
323,260,261,4,"LINESTRING(139.6971075 35.65980638, 139.6969833 35.65959249)"
324,211,260,4,"LINESTRING(139.6975354 35.65960412, 139.6971075 35.65980638)"
325,258,259,4,"LINESTRING(139.6964221 35.65994819, 139.6968637 35.65976221)"
326,253,256,4,"LINESTRING(139.695709 35.65944836, 139.6957389 35.65984357)"
327,253,254,4,"LINESTRING(139.695709 35.65944836, 139.6954997 35.65945766)"
